property_name,tenant_name,rent_amount,lease_start,_3leases_rolling_average
"Spencer, Zamora and Horton","Amy Peterson",10923,2020-10-19,10923
"Spencer, Zamora and Horton","Theresa Young",43315,2021-05-20,27119
"Spencer, Zamora and Horton","Jenna Patterson",45118,2021-10-12,33119
"Spencer, Zamora and Horton","Cathy Scott",27369,2022-11-01,38601
"Spencer, Zamora and Horton","Jessica Christensen",9284,2024-07-30,27257
"Spencer, Zamora and Horton","Mason Harvey",37512,2024-07-30,24722
"Spencer, Zamora and Horton","Renee Robinson",24169,2024-07-31,23655
"Stevens PLC","Jennifer Allen",24781,2020-10-01,24781
"Stevens PLC","Joseph Yoder",5556,2020-10-16,15169
"Stevens PLC","Derek Mccarthy",14140,2022-06-10,14826
"Stevens PLC","George Ibarra",17086,2022-08-02,12261
"Stevens PLC","John Harrison",37447,2023-03-18,22891
"Stevens PLC","Mark Cross",28385,2024-05-24,27639
Stevens-Smith,"Garrett Russo",1384,2019-12-04,1384
Stevens-Smith,"Robert Obrien",48988,2020-11-17,25186
Stevens-Smith,"Monica Dominguez",40879,2021-02-04,30417
Stevens-Smith,"Danielle Parker",16112,2021-07-25,35326
Stevens-Smith,"Daniel Spencer",48098,2024-01-27,35030
Stevens-Smith,"Kelli Wu",8121,2024-02-16,24110
Stevens-Smith,"Michelle Torres",47862,2024-06-22,34694
Stevens-Smith,"Denise Nelson",12589,2024-07-04,22857
Stevens-Smith,"Elizabeth Kidd",33720,2024-08-16,31390
"Stewart and Sons","Andrew Jackson",31264,2020-08-23,31264
"Stewart and Sons","Andrew Wilson",18083,2021-01-07,24674
"Stewart Ltd","Rhonda Odom",23932,2020-09-10,23932
"Stewart Ltd","Rhonda Mack",32620,2021-02-24,28276
"Stewart Ltd","Michael Anderson",5587,2021-06-07,20713
Stewart-Rojas,"Rebecca Thompson",2690,2020-02-01,2690
Stewart-Rojas,"Terri Martin",4634,2020-05-24,3662
Stewart-Rojas,"Alexander Parker",17668,2021-05-11,8331
Stewart-Rojas,"Derek Leblanc",31267,2023-11-18,17856
Stewart-Rojas,"Heidi Robinson",39409,2024-03-09,29448
"Stewart, Howard and Bowers","John Beck",41114,2020-07-12,41114
"Stewart, Howard and Bowers","Mr. Andrew Wells",37552,2020-11-18,39333
"Stewart, Howard and Bowers","Richard Gomez",48913,2023-10-18,42526
"Strong, Hale and Key","Jason Lopez",40340,2020-05-24,40340
"Strong, Hale and Key","David Howard",18389,2021-04-20,29365
"Strong, Hale and Key","Michelle Rice",44959,2022-01-27,34563
"Strong, Hale and Key","Paul Vargas",42044,2023-01-03,35131
"Strong, Hale and Key","Jillian Wise DDS",47676,2023-09-01,44893
"Stuart Group","Sara Fowler",38188,2019-11-19,38188
"Stuart Group","Fernando Smith",9639,2019-12-08,23914
"Stuart Group","Henry Myers",48635,2023-03-03,32154
"Stuart Group","Doris Welch",16992,2023-04-25,25089
"Stuart Group","Nicole Moore",49572,2023-12-15,38400
"Stuart Group","Samantha Alvarado",4851,2024-01-05,23805
"Stuart Group","Christopher Carr",44309,2024-06-18,32911
"Swanson, Benson and Campbell","Ashley Sanchez",47749,2020-01-19,47749
"Swanson, Benson and Campbell","Roy Duncan",13187,2024-08-02,30468
"Swanson, Benson and Campbell","Brittany Oneal",21418,2024-08-10,27451
"Tapia, Harris and Mccann","Mrs. Kristine King",31040,2020-09-27,31040
"Tapia, Harris and Mccann","Kristin Oneal",48049,2020-12-14,39545
"Tapia, Harris and Mccann","Tiffany Gomez",22310,2021-11-04,33800
"Tapia, Harris and Mccann","Kathleen Parker",15424,2023-02-03,28594
"Tate Inc","Alexandra Daniels",4186,2019-11-13,4186
"Tate Inc","Cheryl Andrade",35185,2019-12-22,19686
"Tate Inc","Michael Page",12368,2020-08-14,17246
"Tate Inc","James Mendoza",45228,2020-10-03,30927
"Tate Inc","Andrea Booker",23877,2021-02-19,27158
"Tate Inc","James Garcia",27180,2022-01-10,32095
"Tate Inc","Aaron Grant",38835,2022-08-24,29964
"Tate Inc","Micheal Blackburn",29971,2023-09-11,31995
"Tate Inc","David Brown",49710,2023-09-21,39505
"Taylor Inc","Brandy Salazar",30115,2021-06-24,30115
"Taylor Inc","Autumn Fritz",11098,2022-01-24,20607
"Taylor Inc","Brett Garza",27539,2022-09-26,22917
"Thomas LLC","Christina Knight",46506,2020-05-12,46506
"Thomas LLC","Brian Lawrence",45073,2020-09-02,45790
"Thomas LLC","Amanda Pena",8633,2020-09-29,33404
"Thomas LLC","Diane French",34735,2021-01-10,29480
"Thomas LLC","Matthew Jones",10868,2021-10-24,18079
"Thomas LLC","Michele Wright",28502,2022-09-18,24702
"Thomas Ltd","Lisa Kidd",3392,2021-01-01,3392
"Thomas Ltd","Kathryn Price",27580,2021-08-16,15486
"Thomas Ltd","Richard Lambert",11311,2022-04-16,14094
"Thomas Ltd","Chad Lewis",12037,2022-07-22,16976
"Thomas Ltd","Amber Henry",19408,2023-07-15,14252
"Thomas, Atkinson and Lopez","Natalie Taylor",4369,2020-07-02,4369
"Thomas, Atkinson and Lopez","Nancy Morrow",43423,2021-04-05,23896
"Thomas, Atkinson and Lopez","Kenneth Brown",25481,2021-11-02,24424
"Thomas, Atkinson and Lopez","Rebecca Daniels",28074,2022-10-04,32326
"Thomas, Atkinson and Lopez","Tiffany Johnson",28673,2023-12-29,27409
"Thomas, Atkinson and Lopez","Natalie Warren",32984,2024-03-07,29910
"Thomas, Atkinson and Lopez","Laura Taylor",29101,2024-04-19,30253
"Thomas, Atkinson and Lopez","Misty Christian",48255,2024-07-01,36780
"Thompson Group","Chelsey Castro",45050,2020-04-26,45050
"Thompson Group","Mr. Daniel Price",36311,2020-08-01,40681
"Thompson Group","Megan Gilbert",34354,2022-01-05,38572
"Thompson Group","Brittney Gray",31529,2023-02-08,34065
"Thompson Group","Phillip Cole",24613,2024-06-03,30165
"Thompson, Silva and Odom","Shawn Ross",8432,2020-06-07,8432
"Thompson, Silva and Odom","Carol Miller",5500,2021-04-11,6966
"Thompson, Silva and Odom","Jason Stein",4130,2021-04-16,6021
"Townsend LLC","Annette Whitehead",15045,2021-07-05,15045
"Townsend LLC","Stephanie Cantu",43036,2022-01-17,29041
"Townsend LLC","Jennifer Rodriguez",12966,2022-07-01,23682
"Townsend LLC","Michael Higgins",43754,2022-10-04,33252
"Townsend LLC","Jason Harris",22651,2023-12-16,26457
"Townsend LLC","Holly Johnson",3886,2024-08-05,23430
Turner-Carter,"Randall Wagner",10382,2020-05-15,10382
Turner-Carter,"Jose Cisneros",38526,2022-04-24,24454
Turner-Carter,"Leslie Payne",25202,2022-09-20,24703
Turner-Ortiz,"Michael Murray",7254,2020-11-28,7254
"Underwood PLC","Rebecca Fields",4475,2020-05-02,4475
"Underwood PLC","Sierra Parsons",24752,2021-01-07,14614
"Underwood PLC","Mrs. Sarah Moore",32283,2021-02-09,20503
"Underwood PLC","Michelle Hopkins",25306,2021-02-15,27447
"Underwood PLC","David Garcia",6470,2022-03-03,21353
"Underwood PLC","Sue Thompson",20034,2022-11-23,17270
"Underwood PLC","James Mcpherson",14025,2023-05-31,13510
"Vasquez, Blackwell and Pierce","Molly Velazquez",39062,2019-12-15,39062
"Vasquez, Blackwell and Pierce","Matthew Davenport",29223,2023-08-15,34143
"Vasquez, Blackwell and Pierce","Ronald Boyd",39507,2023-11-30,35931
"Vasquez, Blackwell and Pierce","John Salazar",25249,2024-06-22,31326
"Vasquez, Willis and Little","Brian King",22045,2020-08-15,22045
"Vasquez, Willis and Little","Andrew Galloway",14680,2020-11-29,18363
"Vasquez, Willis and Little","Charles Murphy",36983,2022-06-03,24569
"Vasquez, Willis and Little","Brittany Cox MD",1867,2022-06-06,17843
"Vasquez, Willis and Little","Dawn Burns",35280,2024-03-04,24710
"Vasquez, Willis and Little","Patricia Jones",27315,2024-03-16,21487
"Velasquez PLC","Cynthia Schroeder",25496,2020-07-06,25496
"Velasquez PLC","Gavin Thompson",36743,2020-09-02,31120
"Velasquez PLC","Michael Smith",3471,2020-12-10,21903
"Velasquez PLC","Ashley Brown",26407,2021-01-19,22207
"Velasquez PLC","Melissa Patton",28207,2022-08-07,19362
"Velasquez PLC","Jennifer Smith",8293,2023-12-28,20969
"Velasquez PLC","Lisa Harris",36530,2024-02-21,24343
"Villanueva, Miller and Lopez","Larry Smith",7354,2020-01-20,7354
"Villanueva, Miller and Lopez","Michael Rios",26730,2022-02-02,17042
"Villarreal and Sons","John Holland",14780,2020-03-16,14780
"Villarreal and Sons","Thomas Rangel",1859,2020-06-10,8320
"Villarreal and Sons","Anna Brooks",21725,2020-08-22,12788
"Villarreal and Sons","Steven Nelson",36354,2021-09-17,19979
"Villarreal and Sons","Luke Hughes",33402,2023-05-12,30494
"Villarreal and Sons","Willie Perez",22911,2024-01-30,30889
Wagner-Acevedo,"Alexis Kim",46363,2019-11-03,46363
Wagner-Acevedo,"Marc Gilmore",38394,2020-08-29,42379
Wagner-Acevedo,"Ryan Becker DVM",16146,2020-11-20,33634
Wagner-Acevedo,"Linda Martinez",1219,2021-12-16,18586
Wagner-Acevedo,"Heather Morris MD",5021,2023-09-20,7462
Wagner-Acevedo,"Anthony Martinez",25733,2024-08-11,10658
Wagner-Griffin,"Michael Rowland",27752,2020-06-15,27752
Wagner-Griffin,"Lee Gamble",25517,2020-11-06,26635
Wagner-Griffin,"Justin Hart",46371,2021-04-02,33213
Wagner-Griffin,"Jose Lewis",24125,2022-09-29,32004
Wagner-Griffin,"Carl May",42252,2024-04-09,37583
Wagner-Griffin,"Calvin Johnson",37582,2024-08-24,34653
Wagner-Griffin,"David Mcdowell",6110,2024-10-20,28648
"Walker Inc","Aaron Cooley",40009,2020-05-25,40009
"Walker Inc","Mary Guerrero",29012,2021-03-10,34511
"Walker Inc","Brittney Bowman",7563,2021-07-14,25528
"Walker Inc","Mark Reed",43683,2021-10-12,26753
"Walker Inc","Jared Myers",32720,2024-07-02,27989
Walker-Boyle,"Travis Owens",46901,2020-06-18,46901
"Walker, Marsh and Moore","Crystal Kelley",13886,2020-02-03,13886
"Walker, Marsh and Moore","Krista Lucas",3921,2021-03-23,8904
"Walker, Marsh and Moore","Kurt Dunn",18990,2022-08-24,12266
"Walker, Marsh and Moore","Reginald Nicholson",7559,2023-06-12,10157
"Walker, Marsh and Moore","William Sosa",24180,2023-08-25,16910
"Waller PLC","Suzanne Miller",41009,2020-02-07,41009
"Waller PLC","Angela Scott",6406,2020-11-25,23708
"Waller PLC","Joseph Payne",45878,2021-11-26,31098
"Waller PLC","Gail Ellis",24015,2022-01-31,25433
"Waller PLC","Richard Leblanc",10602,2022-11-25,26832
Walters-Jones,"Heather Bennett",44302,2022-03-19,44302
Walters-Jones,"Jessica Oliver",24086,2022-04-21,34194
Walters-Jones,"Christopher Chase",38448,2023-02-11,35612
Walters-Jones,"Dorothy Davies",16176,2023-11-14,26237
Walters-Jones,"Matthew Roth",5936,2024-02-01,20187
"Walton, Freeman and Cruz","Monica Elliott",47933,2019-11-22,47933
"Walton, Freeman and Cruz","Paul Dominguez",43358,2022-07-20,45646
"Walton, Freeman and Cruz","Kristen Herrera",46006,2023-09-15,45766
"Ward Group","William Anderson",26158,2021-10-16,26158
Ward-Brown,"Emma Robinson",36819,2021-04-09,36819
Ward-Brown,"Jacob Williams",35133,2023-10-21,35976
"Warren and Sons","Timothy Miller",15499,2019-12-21,15499
"Warren and Sons","Chad Gonzalez",3417,2020-05-27,9458
"Warren and Sons","Michael Scott",15524,2021-05-01,11480
"Warren and Sons","Ronald Buckley",25618,2021-07-02,14853
"Warren and Sons","Timothy Smith",3929,2024-04-16,15024
Warren-Mccormick,"Matthew Gay",44098,2023-02-20,44098
Waters-Byrd,"Julie Rodriguez",41524,2022-05-16,41524
Waters-Byrd,"Michael Richardson",47347,2023-02-21,44436
Waters-Byrd,"David Miller",46910,2023-05-24,45260
Waters-Byrd,"George Martinez",17759,2024-10-13,37339
"Watkins Ltd","Richard Espinoza",17383,2020-09-19,17383
"Watkins Ltd","Wayne Lane",1635,2020-10-12,9509
"Watkins Ltd","Cindy Shepard",10517,2021-08-03,9845
"Watkins Ltd","Carla Thomas",11120,2022-09-09,7757
"Watkins Ltd","Troy May",21994,2022-12-24,14544
"Watkins Ltd","Steven Brown",11769,2024-04-11,14961
"Watson Group","Carlos Ellis",40493,2020-06-22,40493
"Watson Group","Thomas Thornton",1461,2021-02-21,20977
"Watson Group","Scott Miller",47510,2022-02-09,29821
"Watson Group","Richard Anderson",18290,2022-10-23,22420
"Watson Group","Christopher Scott",44468,2024-06-15,36756
"Watson Group","Micheal Barnes",49200,2024-10-24,37319
"Watson LLC","Kathryn Morgan",41419,2022-01-30,41419
"Watson LLC","Rebecca Brown",12591,2022-12-22,27005
"Watson LLC","Melissa Cox",23646,2024-03-28,25885
"Watson LLC","Christopher Mccarthy",7006,2024-05-08,14414
Weaver-Rodriguez,"Kevin Miller",44541,2022-06-05,44541
Weaver-Rodriguez,"Gregory Cameron",21679,2024-01-22,33110
Weaver-Rodriguez,"Kevin Marshall",2385,2024-03-24,22868
Weber-Gibson,"Ricky Gilmore",35259,2020-02-01,35259
Weber-Gibson,"Russell Johnson",35410,2020-12-20,35335
Weeks-Morris,"Lisa Moran",47338,2021-08-01,47338
Weeks-Morris,"Jason Fernandez",26575,2024-07-09,36957
"Werner Group","Katelyn Alexander",29076,2019-10-30,29076
"Werner Group","Richard Shepard",17186,2020-10-10,23131
"Wheeler PLC","Alexander Santos",22310,2020-01-29,22310
"Wheeler PLC","Maria Hill",31301,2020-09-25,26806
"Wheeler PLC","Mr. Ryan Brown",13645,2022-03-21,22419
"Wheeler PLC","Andre Baker",18274,2022-09-21,21073
"Wheeler PLC","Matthew Whitney",11501,2023-11-20,14473
"Wheeler PLC","Miss Jennifer Bartlett PhD",38951,2024-09-20,22909
"Wheeler PLC","Lindsay Morrison",40028,2024-09-29,30160
"White Group","Kenneth Farrell",26139,2023-03-18,26139
"White Group","Felicia Perez",31528,2023-08-18,28834
"White LLC","Tonya Cox",37321,2020-05-03,37321
"White LLC","Edward Olson",36522,2020-09-18,36922
"White LLC","Patrick Banks",38600,2023-05-05,37481
White-Flores,"Kimberly Anderson",6684,2020-05-07,6684
White-Flores,"Timothy Woodard",12243,2023-06-09,9464
White-Flores,"Karen Murphy",16944,2024-05-31,11957
White-Robinson,"Keith Hampton",22397,2021-05-20,22397
White-Robinson,"Steven Moreno",39384,2021-10-14,30891
White-Robinson,"Jasmine Cooper",25245,2022-02-20,29009
White-Robinson,"Richard Allen",5420,2023-06-24,23350
"White, Holt and Padilla","Jill Miller",2970,2020-02-26,2970
"White, Holt and Padilla","Lisa Lee",24844,2020-05-23,13907
"White, Holt and Padilla","Kerri Phillips",30588,2022-07-17,19467
"White, Holt and Padilla","Paul Deleon II",37887,2023-06-25,31106
"White, Holt and Padilla","Virginia Harrell",11609,2023-09-25,26695
"White, Holt and Padilla","Gabriel White",47862,2024-06-19,32453
"Williams and Sons","Bryan Green",24686,2020-01-28,24686
"Williams and Sons","Cindy Evans",19481,2024-07-15,22084
"Williams Group","Kevin Smith",37447,2023-05-06,37447
"Williams Group","Cheryl Powell",45301,2023-08-24,41374
"Williams Group","Robert Olson",23639,2024-07-01,35462
"Williams LLC","Christina Gates",5224,2023-04-21,5224
"Williams PLC","Robert Brown",17712,2020-07-05,17712
"Williams PLC","Olivia Jones",16740,2022-12-16,17226
Williams-Stewart,"Mr. Craig Bailey",10182,2021-03-19,10182
Williams-Stewart,"Diana Lane",47223,2021-12-09,28703
Williams-Stewart,"David Brown",16789,2022-10-12,24731
Williams-Stewart,"Rachel Trujillo",21205,2023-06-06,28406
Williams-Stewart,"Chloe Morris",24321,2023-12-10,20772
Williams-Stewart,"Nathan Diaz",28769,2024-09-26,24765
"Williams, Newman and Williamson","Terry Bell",23654,2020-07-09,23654
"Williams, Newman and Williamson","Mark Davis",2686,2021-06-03,13170
"Williams, Newman and Williamson","Samantha Wilson",12122,2021-08-01,12821
"Williams, Newman and Williamson","Tina Blankenship",31360,2022-12-25,15389
"Williams, Newman and Williamson","Dr. Elizabeth Smith MD",9975,2024-04-28,17819
"Williams, Wilson and Ellis","Maria Hernandez",25185,2020-10-31,25185
"Williams, Wilson and Ellis","Stephanie Smith",20223,2022-11-16,22704
"Williams, Wilson and Ellis","Jacqueline Smith",8526,2023-12-17,17978
"Willis Ltd","Nicholas Mason",33803,2019-11-30,33803
"Willis Ltd","Matthew Norton",48736,2020-02-10,41270
"Willis Ltd","Linda Moore",35469,2020-09-09,39336
"Willis Ltd","Nicole Miller",29989,2020-09-12,38065
"Willis Ltd","Sherry Perez",42460,2020-09-19,35973
"Willis Ltd","Katherine Davis",21162,2021-09-17,31204
"Willis Ltd","David Cooper",32559,2021-09-22,32060
"Willis Ltd","Madison Garcia",49494,2022-12-29,34405
"Willis Ltd","Sarah Williams",10305,2023-02-12,30786
"Willis Ltd","Kevin Robbins",4575,2023-09-11,21458
"Willis Ltd","Brandon Perez",14947,2023-09-26,9942
"Willis Ltd","Brooke Reese",36672,2024-06-14,18731
"Willis Ltd","Mark Fox",35927,2024-09-17,29182
"Wilson Group","Patrick Harrell",27252,2024-07-25,27252
"Wilson Ltd","Lauren Hall",11612,2020-11-15,11612
"Wilson Ltd","Zachary Lamb",37324,2023-08-04,24468
"Wilson, Davenport and Wyatt","Connor Cox",36971,2023-11-04,36971
"Wood, Proctor and Johnson","Patricia Walker",8663,2020-07-11,8663
"Wood, Proctor and Johnson","Carol Henderson",46717,2020-10-06,27690
"Wood, Proctor and Johnson","Tanya White",15647,2024-09-27,23676
"Yates Ltd","Gina Bell",3132,2020-04-16,3132
"Yates Ltd","Michael Johnson",18609,2020-08-12,10871
"Yates Ltd","Jessica Bailey",29713,2021-08-09,17151
"Yates Ltd","Travis Johnson",24653,2022-07-27,24325
"Yates Ltd","Samuel Lopez DDS",13976,2023-06-26,22781
"Yates Ltd","Morgan Hernandez",28487,2024-01-31,22372
"Yates Ltd","Derrick Hall",18055,2024-03-08,20173
Yoder-Davis,"Michael Hoover",26794,2022-09-15,26794
Yoder-Rowe,"Sabrina Lee",18015,2022-01-01,18015
Yoder-Rowe,"Lawrence Gonzalez",10876,2022-09-16,14446
Yoder-Rowe,"Elizabeth Chapman",8649,2022-11-22,12513
Yoder-Rowe,"Jackie Mclaughlin",9028,2023-04-18,9518
Yoder-Rowe,"Ryan Molina",4927,2023-06-13,7535
Yoder-Rowe,"Stephen Alexander",36813,2024-09-06,16923
"York PLC","Maria Warner",30086,2020-10-04,30086
"York PLC","Lisa Dean",4797,2021-07-16,17442
"York PLC","Nathan Griffith",22182,2022-02-09,19022
"York PLC","Vanessa Montes",18077,2023-04-14,15019
Young-Abbott,"Benjamin Hudson",42562,2024-02-16,42562
"Young, Garrison and Ward","Kristi Wright",44952,2024-01-04,44952
"Young, Garrison and Ward","Kyle Klein",5191,2024-01-26,25072
"Young, Garrison and Ward","Katie Vaughn",39801,2024-07-28,29981
