lease_id,property_id,tenant_name,lease_start,lease_end,rent_amount
L01668,P0282,Donna Smith,2023-05-07,2027-04-24,16649
L01669,P0253,Jessica Bailey,2021-08-09,2025-05-07,29713
L01670,P0142,Emma Shannon,2019-10-27,2027-08-10,17081
L01671,P0340,Karen Hall,2021-12-26,2026-08-31,32889
L01672,P0454,Jacqueline Fletcher,2022-04-10,2028-06-28,38935
L01673,P0401,Tyler Pierce,2024-01-29,2025-09-08,25038
L01674,P0349,George Bell,2021-03-15,2027-06-22,34559
L01675,P0209,Diamond Matthews,2021-10-23,2027-06-29,8386
L01676,P0018,Christopher Spencer,2024-10-08,2029-03-11,12775
L01677,P0116,Pam Miller,2022-06-03,2026-01-27,11499
L01678,P0310,Julia Jenkins,2020-05-29,2028-10-11,18827
L01679,P0358,Mr. Hector Adams,2022-12-30,2024-12-14,46811
L01680,P0299,Taylor Parks,2019-11-10,2025-02-10,9976
L01681,P0463,Diane Perry,2021-04-30,2024-12-08,19999
L01682,P0059,Jonathan Wilson,2021-04-20,2028-05-18,16517
L01683,P0245,Keith Smith,2021-07-13,2028-06-14,22376
L01684,P0078,Danielle Parker,2021-07-25,2027-12-11,16112
L01685,P0327,Holly Johnson,2024-08-05,2027-01-16,3886
L01686,P0381,Eric Fischer,2024-01-23,2028-01-08,19188
L01687,P0200,Karen Mayo,2023-12-13,2024-12-05,3951
L01688,P0359,Dana Johnson,2021-07-18,2026-02-07,2553
L01689,P0149,Allison Martinez,2021-08-14,2029-09-19,44178
L01690,P0382,Laura Burton,2020-04-26,2026-09-04,49930
L01691,P0370,Sharon Brewer,2021-06-08,2029-07-06,34479
L01692,P0027,Olivia Jones,2022-12-16,2028-07-05,16740
L01693,P0088,Ashley Banks,2022-05-09,2028-03-29,2316
L01694,P0472,James Wood,2020-07-23,2029-05-20,49665
L01695,P0215,Mrs. Samantha Allen,2024-04-23,2025-01-23,45867
L01696,P0298,Dorothy Davies,2023-11-14,2029-10-22,16176
L01697,P0331,Ryan Patton,2020-03-10,2025-04-15,47064
L01698,P0056,Aaron Miller,2020-09-13,2027-10-25,34539
L01699,P0108,Melissa Ruiz,2020-02-06,2028-04-24,21477
L01700,P0360,Johnathan Brooks,2023-11-16,2027-06-03,45983
L01701,P0476,Cassie Leon,2023-07-23,2029-08-14,31152
L01702,P0402,David Johnson,2023-12-27,2028-07-12,8167
L01703,P0253,Derrick Hall,2024-03-08,2029-01-26,18055
L01704,P0416,Anthony Morse,2019-12-29,2026-09-11,36202
L01705,P0405,Morgan Kelley,2023-09-07,2028-10-24,14900
L01706,P0358,Russell Brown,2024-04-23,2027-05-05,49187
L01707,P0128,Aaron Skinner,2020-01-16,2027-11-06,31755
L01708,P0229,Michael Hoover,2022-09-15,2026-10-08,26794
L01709,P0018,Kirk Edwards,2022-07-05,2026-11-02,8869
L01710,P0461,Elizabeth Stone,2021-12-22,2029-02-05,45107
L01711,P0057,Julie Willis,2020-12-03,2027-04-01,38037
L01712,P0277,Sheila White,2023-04-26,2025-12-07,13324
L01713,P0476,Mrs. Tonya Hickman DDS,2020-01-16,2025-05-13,37783
L01714,P0051,Wendy Edwards,2021-12-12,2029-05-22,39611
L01715,P0318,Taylor Obrien,2020-02-17,2025-12-11,42007
L01716,P0037,Jennifer Fields,2024-08-29,2024-12-10,9796
L01717,P0126,Matthew Lopez,2024-08-22,2028-11-04,10606
L01718,P0054,Rachel Stein,2022-11-15,2027-11-21,28555
L01719,P0029,Catherine Butler,2020-12-05,2027-12-11,19683
L01720,P0326,Matthew Rice,2020-05-16,2028-07-17,17492
L01721,P0297,Stephen Robinson,2023-10-09,2027-01-21,44755
L01722,P0155,Jodi Garcia,2024-07-22,2027-04-15,42881
L01723,P0218,Christina Knight,2020-05-12,2027-07-22,46506
L01724,P0044,Christopher Kelley,2023-11-18,2025-10-03,13725
L01725,P0448,Nicholas Acosta,2020-01-20,2029-02-26,35701
L01726,P0409,Michael Garrison,2021-01-18,2027-06-16,49775
L01727,P0146,Matthew Scott,2022-08-04,2027-04-06,11764
L01728,P0417,Toni Becker,2021-03-13,2027-12-07,31919
L01729,P0105,Tiffany Ellis,2024-06-08,2026-06-01,9967
L01730,P0416,Laura Williams,2022-07-26,2026-10-14,43372
L01731,P0388,Jeremy Martinez,2023-05-09,2028-04-10,22200
L01732,P0351,Katelyn Lamb,2021-02-04,2027-08-17,19980
L01733,P0471,Karen Oconnor,2023-11-20,2028-04-17,26370
L01734,P0188,Douglas Smith,2022-03-27,2026-05-06,41861
L01735,P0126,Kayla Vance,2023-12-14,2026-11-23,20508
L01736,P0479,Patricia Jones,2024-03-16,2027-11-22,27315
L01737,P0387,James Dunn,2021-12-10,2025-05-24,36852
L01738,P0407,Anthony Thompson,2021-12-21,2028-04-30,49756
L01739,P0278,Kathleen Flores,2021-10-07,2029-02-20,10026
L01740,P0441,Diana Smith,2022-02-13,2026-09-11,38792
L01741,P0126,Bobby Bradley,2022-05-29,2026-05-13,39142
L01742,P0192,Sara Best,2020-10-20,2029-05-19,28160
L01743,P0032,Jacqueline Spencer,2021-09-27,2029-09-23,24955
L01744,P0268,Sharon Mahoney,2024-03-16,2029-04-05,38763
L01745,P0248,Kayla Franklin,2023-04-15,2025-10-30,42073
L01746,P0074,Jonathan Gallegos,2021-12-11,2028-08-21,37966
L01747,P0450,Anthony Ramirez,2020-07-12,2025-12-18,1703
L01748,P0412,Karen Rice,2024-04-22,2024-11-08,11138
L01749,P0407,Christie Peck,2020-01-07,2028-07-30,20377
L01750,P0261,Natalie Taylor,2020-07-02,2028-06-12,4369
L01751,P0107,Sherri Santiago,2023-09-02,2027-07-26,32978
L01752,P0391,Steven Rodriguez,2022-09-27,2028-04-09,24124
L01753,P0375,Timothy Bentley,2020-07-14,2028-07-10,23038
L01754,P0434,Sheri Massey,2020-08-25,2028-12-10,45309
L01755,P0337,Dr. Michael Davis,2021-01-14,2028-06-24,3875
L01756,P0495,John Michael,2020-09-22,2025-04-05,4466
L01757,P0308,Matthew Davenport,2023-08-15,2029-05-26,29223
L01758,P0110,John Thompson,2021-06-01,2028-10-28,39849
L01759,P0453,Katherine Guzman,2020-01-17,2027-11-12,19176
L01760,P0294,Cynthia Gallegos,2022-04-11,2025-05-21,7703
L01761,P0226,Tracy Rivera,2022-07-26,2029-07-13,44246
L01762,P0192,Erin Armstrong,2023-09-24,2028-11-06,14115
L01763,P0447,Carol Brown,2022-10-28,2028-01-21,33987
L01764,P0284,Shelly Peck,2023-03-11,2028-04-23,11455
L01765,P0069,Robert Lopez,2021-10-06,2024-11-09,43850
L01766,P0424,Jennifer Klein,2024-07-16,2027-03-16,26523
L01767,P0259,Nicole James,2019-12-24,2028-05-17,15629
L01768,P0198,Cheryl Barber,2022-03-17,2026-07-02,6974
L01769,P0152,Megan Gilbert,2022-01-05,2028-03-12,34354
L01770,P0257,Robert Cox,2020-02-02,2027-09-09,41016
L01771,P0182,Amanda West,2023-03-12,2025-07-05,41137
L01772,P0176,Melanie Murillo,2021-07-25,2028-10-03,23976
L01773,P0027,Robert Brown,2020-07-05,2027-05-16,17712
L01774,P0030,Lisa Morrison,2020-04-06,2027-04-12,12311
L01775,P0459,Samantha Wilson,2021-08-01,2026-06-26,12122
L01776,P0369,Chelsea Strickland,2021-12-24,2026-03-08,4938
L01777,P0270,Eric Robinson,2020-07-28,2025-12-07,47618
L01778,P0316,Eric Garrett,2023-05-30,2025-11-24,1717
L01779,P0094,Nichole James,2023-07-13,2025-11-16,49172
L01780,P0243,Mary Chambers,2020-04-21,2026-07-15,19331
L01781,P0050,Thomas Fisher,2021-03-31,2028-04-29,35337
L01782,P0347,Karen Wiggins,2020-08-16,2025-01-18,2467
L01783,P0264,Carol Miller,2021-04-11,2026-06-26,5500
L01784,P0001,Daniel Jacobs,2023-06-05,2026-04-07,2418
L01785,P0239,Anthony Rose,2020-12-02,2027-05-31,9917
L01786,P0104,Timothy Smith,2024-04-16,2028-04-20,3929
L01787,P0372,Deanna Collins,2023-12-26,2027-10-18,9103
L01788,P0468,Miss Amanda Parker MD,2021-04-13,2028-05-16,49590
L01789,P0302,Mr. Craig Bailey,2021-03-19,2029-02-14,10182
L01790,P0362,Jessica Lara,2022-07-01,2027-11-28,34290
L01791,P0234,Dorothy Patterson MD,2023-06-29,2028-10-24,37773
L01792,P0419,Kelsey Martinez,2024-03-03,2025-03-15,12905
L01793,P0340,Kimberly Johnson,2023-10-28,2025-01-21,16320
L01794,P0173,Joseph Kent,2023-11-25,2028-02-26,26961
L01795,P0498,Calvin Duran,2024-09-09,2025-04-04,1127
L01796,P0121,Cynthia Fowler,2024-08-30,2029-07-14,48251
L01797,P0047,Richard Gomez,2023-10-18,2026-11-22,48913
L01798,P0019,Jill Trevino,2022-06-11,2027-05-02,19061
L01799,P0373,Lee Gamble,2020-11-06,2027-02-07,25517
L01800,P0233,Casey Brown,2023-10-24,2028-07-25,15423
L01801,P0225,Gail Rose,2021-03-04,2027-12-04,39446
L01802,P0284,Jonathan Johnson,2023-05-09,2029-02-20,40459
L01803,P0482,Charles Cherry,2021-04-12,2027-01-23,20717
L01804,P0326,Susan Herrera,2020-12-08,2028-04-18,33087
L01805,P0011,Kenneth Logan,2023-03-11,2028-08-19,32426
L01806,P0327,Annette Whitehead,2021-07-05,2028-04-16,15045
L01807,P0328,Emily Hunt,2023-07-08,2026-01-31,14515
L01808,P0048,Daniel Carter,2022-07-04,2027-06-20,12770
L01809,P0418,Brittany Gomez,2021-11-22,2027-03-08,7369
L01810,P0189,Daniel Gallagher,2020-06-23,2027-07-17,46353
L01811,P0454,Ana Owens,2024-04-13,2027-04-18,27339
L01812,P0219,Hannah Carson,2023-03-19,2025-06-16,27158
L01813,P0297,Margaret Brooks,2019-12-22,2029-07-26,34160
L01814,P0030,Benjamin Mcintosh,2020-01-15,2028-07-25,45444
L01815,P0425,Kimberly Kemp,2020-06-02,2028-01-13,47705
L01816,P0330,Anna Baxter,2021-07-27,2029-02-06,49762
L01817,P0048,Ashley Mitchell,2022-09-14,2026-03-09,13766
L01818,P0009,Stephanie Johnson,2021-07-11,2025-06-06,45953
L01819,P0202,Elizabeth Dunlap,2019-12-18,2028-12-23,24438
L01820,P0486,Tyler Jackson,2024-01-11,2028-03-14,27931
L01821,P0031,Charles Arias,2021-04-21,2025-12-02,22968
L01822,P0279,Jamie Horn,2023-01-24,2028-02-20,9366
L01823,P0486,Timothy Wells,2021-12-23,2028-08-18,49408
L01824,P0482,Laura Frye,2020-10-08,2027-11-15,28442
L01825,P0298,Matthew Roth,2024-02-01,2028-11-21,5936
L01826,P0119,Kyle Brooks,2021-03-03,2029-05-29,1611
L01827,P0291,Brian Schmidt,2023-08-23,2027-08-07,13956
L01828,P0139,Cameron Hudson,2021-09-03,2029-01-26,31759
L01829,P0161,Amy Lewis,2020-08-09,2026-06-28,24861
L01830,P0212,Stephanie Lopez,2023-06-27,2025-07-29,40525
L01831,P0096,Becky Perry,2021-08-13,2027-08-25,13622
L01832,P0256,Michael Dixon,2021-06-07,2025-11-21,4169
L01833,P0240,Kaitlyn Porter,2024-01-15,2028-01-17,38171
L01834,P0425,Laura Craig,2024-09-20,2025-01-08,28900
L01835,P0141,Larry Smith,2020-01-20,2027-06-25,7354
L01836,P0414,Shannon Russell,2020-09-06,2025-11-24,9027
L01837,P0242,Jasmine Scott,2021-10-27,2027-12-04,42439
L01838,P0044,Tyler Ali,2021-11-24,2026-08-24,20778
L01839,P0479,Brittany Cox MD,2022-06-06,2024-11-13,1867
L01840,P0442,Brian Sanders,2020-07-14,2028-11-23,31334
L01841,P0424,Laura Armstrong,2022-03-02,2026-12-22,49302
L01842,P0424,Tiffany Smith,2023-09-17,2024-11-13,32372
L01843,P0066,Joshua Krause,2021-12-07,2026-07-22,7194
L01844,P0466,Anthony Glover,2021-01-31,2027-10-12,46547
L01845,P0384,Laura Moore,2020-07-26,2028-01-16,10016
L01846,P0233,Jerome Collins,2022-08-23,2025-12-06,19818
L01847,P0424,Joseph Martin,2021-05-12,2026-04-09,6810
L01848,P0394,Jason Richards,2022-10-01,2027-07-12,3749
L01849,P0073,Marc Gilmore,2020-08-29,2024-11-23,38394
L01850,P0362,Kelly Lewis,2020-05-23,2025-07-05,34634
L01851,P0469,Deborah Larsen,2023-06-23,2026-06-12,46004
L01852,P0245,Jeff Beard,2024-05-10,2028-01-05,16453
L01853,P0231,Jennifer Kennedy,2023-01-20,2027-11-03,44871
L01854,P0116,Kevin Costa,2022-06-10,2027-12-09,44429
L01855,P0043,Chad Levy,2021-08-21,2027-04-08,35127
L01856,P0057,Rhonda Guerra,2022-04-07,2025-04-19,26638
L01857,P0039,Judy Murphy,2023-04-15,2027-01-04,26290
L01858,P0328,Valerie Wolfe,2024-10-18,2027-05-10,7392
L01859,P0126,Cassandra Lozano MD,2021-06-14,2029-01-24,13740
L01860,P0239,Heather Vargas,2024-03-16,2028-09-02,47069
L01861,P0144,Nicholas Perez,2022-04-01,2029-07-23,40499
L01862,P0057,Cristian Kirk,2019-10-26,2026-06-10,48932
L01863,P0462,Dawn Acevedo,2020-06-14,2027-06-20,35706
L01864,P0418,Charles Li,2022-03-04,2028-11-10,38956
L01865,P0136,Amanda Rivera,2019-11-30,2025-01-24,22777
L01866,P0167,Max Bender,2024-10-12,2025-10-18,7634
L01867,P0236,Ryan Mcconnell,2020-04-22,2029-07-13,2440
L01868,P0381,Jordan Torres,2019-12-31,2026-05-21,1792
L01869,P0196,Mrs. Rebecca Lee DVM,2020-07-19,2026-02-20,28434
L01870,P0374,Natasha Simpson,2024-01-06,2028-12-03,4384
L01871,P0407,Amy Ray,2024-10-08,2026-04-21,45832
L01872,P0463,Karen Ashley,2021-01-17,2025-02-01,41319
L01873,P0184,Michael Harper,2024-08-06,2028-12-01,47476
L01874,P0486,Jennifer Contreras,2022-03-30,2028-01-12,15295
L01875,P0224,Michael Gonzalez,2023-08-05,2028-11-16,23687
L01876,P0211,Amber Martinez,2020-06-24,2026-03-29,35146
L01877,P0131,Justin Johnson,2024-09-09,2027-05-25,7365
L01878,P0486,Brian Campbell,2020-02-07,2029-01-14,13907
L01879,P0017,Jeffrey Lee,2022-04-16,2027-06-03,24020
L01880,P0264,Shawn Ross,2020-06-07,2029-10-19,8432
L01881,P0077,Jasmine Taylor,2020-08-30,2025-05-15,25805
L01882,P0459,Dr. Elizabeth Smith MD,2024-04-28,2025-12-11,9975
L01883,P0476,James Ramirez,2023-02-10,2028-02-02,3355
L01884,P0356,David Dalton,2020-09-05,2026-12-27,20673
L01885,P0167,Darlene Bryan,2023-07-15,2028-09-05,35523
L01886,P0406,Victoria Kaiser,2023-07-26,2026-01-12,4871
L01887,P0328,Scott Dillon,2020-03-29,2027-02-20,1374
L01888,P0099,Randall Wagner,2020-05-15,2024-12-24,10382
L01889,P0479,Brian King,2020-08-15,2029-08-25,22045
L01890,P0281,Kathleen Reed,2023-05-17,2026-03-26,43195
L01891,P0307,Cindy Shepard,2021-08-03,2028-06-15,10517
L01892,P0440,Valerie Mcdowell,2020-07-24,2026-09-15,9997
L01893,P0110,Dawn Mitchell,2023-05-12,2026-09-06,41813
L01894,P0341,Jessica Gray,2022-06-21,2027-08-26,46581
L01895,P0036,Nichole Mclean,2023-01-03,2026-05-12,18481
L01896,P0121,Peter Horton,2022-04-01,2027-08-24,26346
L01897,P0469,Marcus Huber,2022-02-23,2025-02-22,48777
L01898,P0426,Lori Gonzales,2023-05-20,2028-03-10,22209
L01899,P0108,Justin Morales,2023-02-03,2029-02-27,41760
L01900,P0419,Melinda Martinez,2020-01-28,2029-09-16,31477
L01901,P0273,Lisa Rivera,2024-09-27,2028-07-06,40890
L01902,P0402,Vincent Crawford,2023-11-02,2026-03-19,27527
L01903,P0434,Caleb Fisher,2022-02-03,2029-04-22,28800
L01904,P0301,Courtney Fowler,2022-12-30,2027-05-12,27191
L01905,P0414,Daniel Vega,2024-08-14,2028-05-17,2717
L01906,P0311,Jennifer Allen,2020-10-01,2025-04-13,24781
L01907,P0419,Stephanie Wood,2020-03-23,2027-10-03,34930
L01908,P0349,Robert Ramirez,2020-07-26,2027-05-15,14180
L01909,P0005,James Vega,2020-07-15,2028-08-18,12732
L01910,P0475,Charles Stanley,2022-10-12,2028-03-01,11923
L01911,P0287,Matthew Smith,2024-10-18,2025-04-27,33844
L01912,P0171,Connor Cox,2023-11-04,2029-04-25,36971
L01913,P0292,Renee Price,2020-05-13,2027-06-17,43826
L01914,P0466,Karen Boyd,2020-03-01,2028-05-12,36306
L01915,P0369,Heather Day,2021-10-17,2028-02-11,9734
L01916,P0114,Kenneth Chandler,2020-02-22,2026-11-21,39722
L01917,P0304,Christopher Wilson,2020-05-14,2029-08-16,33603
L01918,P0481,Monique Murray,2022-02-25,2025-09-09,33404
L01919,P0067,Rachel Myers,2023-05-07,2029-08-27,15704
L01920,P0192,Patrick Vaughn,2020-05-18,2029-02-07,14745
L01921,P0066,Gabriel Moran,2020-12-19,2029-09-14,43443
L01922,P0268,Daniel Mccormick,2024-05-22,2024-11-27,38553
L01923,P0123,Brandon Lamb,2020-03-16,2027-08-30,17601
L01924,P0403,Robert Perkins,2020-05-10,2025-02-25,43891
L01925,P0465,Curtis Palmer,2022-04-11,2025-07-25,21402
L01926,P0223,Rachel Ruiz DVM,2022-04-15,2028-07-21,3934
L01927,P0293,Kenneth Farrell,2023-03-18,2027-09-09,26139
L01928,P0304,Veronica Page,2020-12-08,2027-04-15,32704
L01929,P0168,Cynthia Schroeder,2020-07-06,2029-06-07,25496
L01930,P0493,Brittany Oneal,2024-08-10,2029-09-20,21418
L01931,P0337,Joshua Suarez,2020-11-26,2029-08-21,7951
L01932,P0096,Anna Carr,2022-01-22,2027-12-17,25838
L01933,P0318,Kristen Mcclain,2021-05-08,2029-10-15,41643
L01934,P0023,Valerie Price,2021-12-15,2028-01-19,9098
L01935,P0146,Edward Williams,2021-02-03,2028-07-02,2701
L01936,P0333,Jasmine Cooper,2022-02-20,2025-11-03,25245
L01937,P0014,John Scott,2024-10-10,2026-07-07,37703
L01938,P0250,Catherine Hill,2024-05-27,2028-02-29,46952
L01939,P0099,Jose Cisneros,2022-04-24,2024-11-18,38526
L01940,P0285,Jessica King,2022-05-15,2025-04-14,39034
L01941,P0202,Stacy Harris MD,2024-08-20,2026-03-04,31260
L01942,P0246,Christopher Villegas,2022-12-14,2028-10-06,4648
L01943,P0091,Heidi Robinson,2024-03-09,2024-11-23,39409
L01944,P0470,David Douglas,2021-04-11,2027-01-10,26263
L01945,P0276,Amanda Barber,2024-08-04,2026-04-08,36307
L01946,P0311,Mark Cross,2024-05-24,2025-01-05,28385
L01947,P0341,Michael Medina DDS,2020-04-01,2027-07-03,16067
L01948,P0309,Mark Mitchell MD,2024-01-06,2028-10-25,35835
L01949,P0014,Joanna Gordon,2020-12-08,2028-02-27,43686
L01950,P0053,Ryan Barrett,2021-05-09,2027-01-31,18727
L01951,P0426,Tina Carter,2023-12-07,2025-06-28,47034
L01952,P0239,Jonathan Velasquez,2020-05-29,2027-03-06,15350
L01953,P0362,Gabriella Morgan,2020-06-08,2026-08-14,39692
L01954,P0283,Maria Hill,2020-09-25,2027-11-22,31301
L01955,P0109,Eric Smith,2021-03-14,2028-05-16,15562
L01956,P0055,Kimberly Stewart,2024-07-19,2025-06-15,4817
L01957,P0056,Kevin Phillips,2021-10-24,2025-01-23,6443
L01958,P0282,Gabriel Mcmillan,2021-08-21,2027-10-16,13835
L01959,P0111,Jacob White,2022-04-07,2029-06-12,16685
L01960,P0198,Brenda Rhodes,2020-04-13,2028-04-29,3929
L01961,P0467,William Adams DDS,2023-01-29,2027-01-02,22470
L01962,P0200,Melanie Robbins,2021-09-01,2029-07-27,31307
L01963,P0193,Richard Hoover,2022-02-15,2026-11-18,41676
L01964,P0117,Micheal Deleon,2020-04-21,2028-12-07,39407
L01965,P0278,Jesse Thompson,2022-09-26,2026-12-05,23365
L01966,P0413,David Miller,2023-05-24,2029-05-19,46910
L01967,P0356,Kevin Pugh,2023-03-04,2026-03-27,28298
L01968,P0011,Debra Reid,2020-02-26,2027-10-25,10361
L01969,P0332,Jacqueline Robertson DDS,2023-09-09,2025-01-26,22947
L01970,P0344,Lisa Moran,2021-08-01,2025-04-06,47338
L01971,P0001,Jeffrey Friedman,2020-08-30,2027-12-16,7315
L01972,P0313,Kristi Wright,2024-01-04,2027-12-29,44952
L01973,P0280,Richard Shepard,2020-10-10,2029-05-14,17186
L01974,P0345,Mr. David Jordan,2021-06-07,2028-08-16,44150
L01975,P0277,James Ryan,2023-07-27,2025-03-10,11662
L01976,P0197,Teresa Bryant,2021-02-26,2025-01-02,31171
L01977,P0070,Garrett Gross,2022-10-08,2028-08-07,32696
L01978,P0191,Jacqueline Moody,2020-03-11,2027-09-30,27847
L01979,P0304,Melissa Diaz,2023-01-31,2026-09-05,16584
L01980,P0361,Stephanie Green,2022-09-30,2025-06-29,19625
L01981,P0355,Marie Horn,2023-01-27,2028-08-16,17541
L01982,P0294,Dwayne Russell,2023-11-11,2028-10-03,6361
L01983,P0451,Shelby Martinez,2023-07-07,2025-10-12,2671
L01984,P0412,Jennifer Gray,2023-08-26,2026-05-05,12130
L01985,P0447,Ashley Chase,2022-03-08,2028-10-03,35686
L01986,P0430,Paul Lee MD,2020-05-19,2027-07-04,29830
L01987,P0215,William Chen,2022-08-19,2026-04-27,41308
L01988,P0217,Mia Sheppard,2021-07-26,2026-10-17,40037
L01989,P0057,Michael Sweeney,2023-03-16,2028-04-17,31404
L01990,P0274,Michael Martin,2021-12-29,2025-06-13,20411
L01991,P0103,Russell Christian,2021-10-18,2029-06-24,11156
L01992,P0387,Erin Smith,2024-03-13,2026-02-22,20646
L01993,P0044,Jeffrey Chapman,2022-01-09,2026-04-27,36907
L01994,P0064,Amy Combs,2022-01-31,2028-01-30,49740
L01995,P0034,Sharon Patterson,2023-05-10,2029-04-14,31258
L01996,P0047,John Beck,2020-07-12,2029-04-23,41114
L01997,P0298,Heather Bennett,2022-03-19,2026-07-30,44302
L01998,P0446,Paul Deleon II,2023-06-25,2029-01-20,37887
L01999,P0427,Ronald Mcmahon,2023-12-18,2025-02-04,16334
L02000,P0205,Paul Vargas,2023-01-03,2029-06-11,42044
